"","study_1","study_2","study_3","study_4"
"CCDC6",0,0.578908572345526,0.815392460637738,0
"KRT23",0,1,0,0
"CSF3",0,1,0,0
"P2RX1",0,1,0,0
"ALDH3A1",0,1,0,0
"RND2",0,0.578908572345526,0.815392460637738,0
"TNFAIP1",0,0.578908572345526,0.815392460637738,0
"SULT1E1",0,0.578908572345526,0.815392460637738,0
"AREG",0,1,0,0
"IL2",0,1,0,0
"CPE",0,0.578908572345526,0.815392460637738,0
"KLF3",0,1,0,0
"CRTAM",0,1,0,0
"MS4A6A",0,1,0,0
"APOC3",0,0.578908572345526,0.815392460637738,0
"SLC15A3",0,1,0,0
"CALCA",0,1,0,0
"POU2AF1",0,1,0,0
"NT5DC3",0,1,0,0
"SLCO1B3",0,1,0,0
"SUDS3",0,1,0,0
"KLRB1",0,1,0,0
"RSPH4A",0,1,0,0
"MAK",0,1,0,0
"GABRR2",0,1,0,0
"RBM24",0,1,0,0
"BVES",0,0.578908572345526,0.815392460637738,0
"B3GAT2",0,1,0,0
"UNC93A",0,1,0,0
"C6orf118",0,1,0,0
"LY86",0,1,0,0
"HSPA9",0,1,0,0
"HBEGF",0,1,0,0
"LOX",0,0.578908572345526,0.815392460637738,0
"GZMK",0,1,0,0
"IRX4",0,1,0,0
"NR3C1",0,1,0,0
"C9",0,1,0,0
"ERGIC1",0,1,0,0
"STC2",0,1,0,0
"BCL6",0,1,0,0
"HES1",0,1,0,0
"MORC1",0,1,0,0
"UPK1B",0,1,0,0
"VIPR1",0,1,0,0
"INO80D",0,1,0,0
"FNDC4",0,1,0,0
"PPM1G",0,1,0,0
"REEP6",0,1,0,0
"REG1A",0,1,0,0
"STAT1",0,1,0,0
"OTX1",0,1,0,0
"GNLY",0,1,0,0
"IL1RL1",0,1,0,0
"ATP6V1B1",0,1,0,0
"NPHS2",0,1,0,0
"ERRFI1",0,1,0,0
"SRSF4",0,1,0,0
"CAPZA1",0,1,0,0
"PLA2G4A",0,1,0,0
"GADD45A",0,1,0,0
"RRAGC",0,1,0,0
"RIMS3",0,0.578908572345526,0.815392460637738,0
"PLA2G2D",0,0.578908572345526,0.815392460637738,0
"TSPAN1",0,1,0,0
"F3",0,1,0,0
"FASLG",0,1,0,0
"STX12",0,1,0,0
"MUC5B",0,1,0,0
"APOA1",0,0.578908572345526,0.815392460637738,0
"PPL",0,1,0,0
"CCND2",0,1,0,0
"DNAH7",0,1,0,0
"NR4A3",0,1,0,0
"ONECUT2",0,1,0,0
"IFIT3",0,1,0,0
"CNNM1",0,1,0,0
"CXorf21",0,1,0,0
"TP53AIP1",0,1,0,0
"DUSP4",0,1,0,0
"RDH10",0,0.578908572345526,0.815392460637738,0
"CCR2",0,1,0,0
"CPXM2",0,1,0,0
"CD244",0,1,0,0
"INHBA",0,0.578908572345526,0.815392460637738,0
"DNAI1",0,1,0,0
"HVCN1",0,1,0,0
"MMP19",0,1,0,0
"NR4A1",0,1,0,0
"TNFAIP6",0,1,0,0
"INHA",0,1,0,0
"MOGAT1",0,1,0,0
"KCNS1",0,1,0,0
"ARHGAP40",0,1,0,0
"ARFGEF2",0,1,0,0
"EDN3",0,1,0,0
"NDP",0,0.578908572345526,0.815392460637738,0
"GRM4",0,1,0,0
"PEX6",0,1,0,0
"UNC5CL",0,1,0,0
"SPDEF",0,1,0,0
"CXCL6",0,0.578908572345526,0.815392460637738,0
"EREG",0,1,0,0
"SSUH2",0,1,0,0
"MT1G",0,1,0,0
"MT2A",0,0.578908572345526,0.815392460637738,0
"GPR18",0,1,0,0
"TMEM255A",0,1,0,0
"CCDC93",0,1,0,0
"CHURC1-FNTB",0,1,0,0
"BPIFB1",0,1,0,0
"MCF2L",0,1,0,0
"HCST",0,1,0,0
"PZP",0,0.578908572345526,0.815392460637738,0
"EVI2A",0,1,0,0
"CTAG2",0,0.578908572345526,0.815392460637738,0
"EDN2",0,1,0,0
"HRASLS",0,0.578908572345526,0.815392460637738,0
"FGL2",0,1,0,0
"SGCE",0,1,0,0
"ZFP36",0,1,0,0
"KDR",0,1,0,0
"GNAZ",0,1,0,0
"IGLL1",0,1,0,0
"LIF",0,0.578908572345526,0.815392460637738,0
"KRT17",0,1,0,0
"CDHR3",0,1,0,0
"VGF",0,1,0,0
"STRIP2",0,1,0,0
"DNAJB9",0,0.578908572345526,0.815392460637738,0
"SMO",0,1,0,0
"FEZF1",0,1,0,0
"E2F8",0,1,0,0
"TNNI3",0,1,0,0
"APOC1",0,1,0,0
"LRCH2",0,0.578908572345526,0.815392460637738,0
"KIF1A",0,1,0,0
"PLVAP",0,0.578908572345526,0.815392460637738,0
"BMP15",0,1,0,0
"LSP1",0,1,0,0
"EIF2S3",0,1,0,0
"SLC6A8",0,0.578908572345526,0.815392460637738,0
"DKC1",0,1,0,0
"GJA9",0,1,0,0
"GFPT2",0,0.578908572345526,0.815392460637738,0
"TUBG1",0,1,0,0
"CA6",0,1,0,0
"TNS4",0,1,0,0
"PEX11B",0,0.578908572345526,0.815392460637738,0
"PIAS3",0,1,0,0
"USP29",0,1,0,0
"TRIM21",0,0.578908572345526,0.815392460637738,0
"CNGA4",0,1,0,0
"PER2",0,0.578908572345526,0.815392460637738,0
"CLEC10A",0,1,0,0
"HSPA12B",0,0.578908572345526,0.815392460637738,0
"KHDC4",0,1,0,0
"MMACHC",0,1,0,0
"BHMT2",0,0.578908572345526,0.815392460637738,0
"NMUR2",0,1,0,0
"RNF17",0,1,0,0
"EPSTI1",0,1,0,0
"LRRIQ1",0,1,0,0
"ADAMDEC1",0,1,0,0
"HMGCS2",0,1,0,0
"SLC38A2",0,0.578908572345526,0.815392460637738,0
"SAA2",0,1,0,0
"FST",0,1,0,0
"TIMM17A",0,1,0,0
"ERN2",0,1,0,0
"KLRD1",0,1,0,0
"KLRC1",0,1,0,0
"SPOCD1",0,1,0,0
"TMEM165",0,1,0,0
"COL4A2",0,1,0,0
"ANXA1",0,1,0,0
"SDS",0,1,0,0
"CCDC146",0,1,0,0
"FAM71F1",0,1,0,0
"ITGA7",0,1,0,0
"SLC26A10",0,1,0,0
"KCNH3",0,1,0,0
"URB2",0,1,0,0
"ITM2C",0,1,0,0
"SLC19A3",0,1,0,0
"CKAP4",0,1,0,0
"GPNMB",0,1,0,0
"IL6",0,0.578908572345526,0.815392460637738,0
"AOAH",0,1,0,0
"ABHD17C",0,0.578908572345526,0.815392460637738,0
"RSAD1",0,1,0,0
"MYCBPAP",0,1,0,0
"LIMD2",0,1,0,0
"TBR1",0,1,0,0
"GATA4",0,1,0,0
"IL36G",0,1,0,0
"IL36B",0,1,0,0
"HS6ST1",0,1,0,0
"TXN",0,1,0,0
"POLR1E",0,1,0,0
"SIT1",0,1,0,0
"TFAP2A",0,1,0,0
"KIAA0319",0,1,0,0
"IRF4",0,0.578908572345526,0.815392460637738,0
"LRRC1",0,1,0,0
"FGFBP1",0,1,0,0
"FGFBP2",0,0.578908572345526,0.815392460637738,0
"PI15",0,0.578908572345526,0.815392460637738,0
"TMPRSS4",0,1,0,0
"BUD13",0,0.578908572345526,0.815392460637738,0
"CFAP300",0,1,0,0
"BTG4",0,1,0,0
"MMP13",0,0.578908572345526,0.815392460637738,0
"THBS1",0,1,0,0
"DNASE2B",0,1,0,0
"SULT6B1",0,0.578908572345526,0.815392460637738,0
"CYP2C8",0,1,0,0
"CH25H",0,1,0,0
"DUSP5",0,0.578908572345526,0.815392460637738,0
"PLA2G12B",0,1,0,0
"ADAMTS14",0,1,0,0
"MDH1B",0,1,0,0
"HECW2",0,0.578908572345526,0.815392460637738,0
"CHRNA1",0,1,0,0
"FAM117B",0,1,0,0
"ITGAV",0,0.578908572345526,0.815392460637738,0
"SLC40A1",0,1,0,0
"MNS1",0,1,0,0
"CXCL9",0,0.578908572345526,0.815392460637738,0
"TTLL8",0,0.578908572345526,0.815392460637738,0
"FOXN4",0,1,0,0
"SLC7A1",0,0.578908572345526,0.815392460637738,0
"ITGB7",0,1,0,0
"SRRM4",0,1,0,0
"KCNH5",0,1,0,0
"MFAP1",0,1,0,0
"SLC27A2",0,1,0,0
"GCNT3",0,1,0,0
"CCDC33",0,1,0,0
"WDR93",0,1,0,0
"43720",0,1,0,0
"ADAMTS18",0,1,0,0
"MED9",0,1,0,0
"RANBP10",0,1,0,0
"SKAP1",0,0.578908572345526,0.815392460637738,0
"LRRC46",0,1,0,0
"C17orf64",0,1,0,0
"PRELID3A",0,1,0,0
"GATA6",0,1,0,0
"CCDC40",0,1,0,0
"SIK1",0,0.578908572345526,0.815392460637738,0
"DNMT3L",0,1,0,0
"TRPM2",0,1,0,0
"URB1",0,1,0,0
"SLC6A3",0,1,0,0
"ZNF473",0,1,0,0
"IGLON5",0,1,0,0
"CFAP74",0,1,0,0
"CELA2A",0,1,0,0
"PADI3",0,1,0,0
"PADI1",0,1,0,0
"EPHA2",0,1,0,0
"SYPL2",0,1,0,0
"GPA33",0,0.578908572345526,0.815392460637738,0
"ABL2",0,0.578908572345526,0.815392460637738,0
"OSR1",0,1,0,0
"TRIM43B",0,1,0,0
"TRIM43",0,1,0,0
"RABL2A",0,1,0,0
"CNGA3",0,1,0,0
"CSRNP1",0,0.578908572345526,0.815392460637738,0
"MYH15",0,1,0,0
"ALDH1L1",0,1,0,0
"MUC4",0,1,0,0
"ECE2",0,1,0,0
"43525",0,1,0,0
"RPS3A",0,0.578908572345526,0.815392460637738,0
"ROPN1L",0,1,0,0
"TIMD4",0,0.578908572345526,0.815392460637738,0
"SPINK7",0,1,0,0
"GFRA3",0,0.578908572345526,0.815392460637738,0
"TCTE1",0,1,0,0
"SCML4",0,1,0,0
"SLC18B1",0,1,0,0
"GPR174",0,1,0,0
"IL2RG",0,1,0,0
"RIPPLY1",0,1,0,0
"CHRNA6",0,1,0,0
"DNAJC5B",0,1,0,0
"FAM83A",0,1,0,0
"GSDMC",0,1,0,0
"CER1",0,0.578908572345526,0.815392460637738,0
"SURF6",0,1,0,0
"LCN2",0,1,0,0
"HMCN2",0,1,0,0
"CACNA1B",0,1,0,0
"A1CF",0,1,0,0
"RGS10",0,1,0,0
"CAPN5",0,1,0,0
"ST14",0,0.578908572345526,0.815392460637738,0
"GGTLC1",0,0.578908572345526,0.815392460637738,0
"ADAM33",0,1,0,0
"PLCH2",0,1,0,0
"DOC2A",0,1,0,0
"FCGR1A",0,1,0,0
"LYPD6B",0,1,0,0
"VEGFC",0,1,0,0
"CD226",0,1,0,0
"FOXO1",0,0.578908572345526,0.815392460637738,0
"GPR158",0,1,0,0
"MAT1A",0,1,0,0
"DPYSL4",0,1,0,0
"TDO2",0,0.578908572345526,0.815392460637738,0
"TMEM132D",0,0.578908572345526,0.815392460637738,0
"RBM46",0,1,0,0
"TMEM178A",0,1,0,0
"CAMK4",0,1,0,0
"DMP1",0,1,0,0
"MEPE",0,1,0,0
"CCNO",0,1,0,0
"TCTEX1D1",0,1,0,0
"CPB1",0,1,0,0
"CWC27",0,0.578908572345526,0.815392460637738,0
"CD96",0,1,0,0
"SLC25A27",0,1,0,0
"CD8A",0,1,0,0
"IMPACT",0,1,0,0
"SDHAF4",0,1,0,0
"CHST9",0,1,0,0
"DNAAF1",0,1,0,0
"GBP5",0,1,0,0
"CCDC173",0,1,0,0
"SRSF12",0,1,0,0
"LY96",0,1,0,0
"PSMA8",0,1,0,0
"TMPRSS15",0,1,0,0
"ADAMTS1",0,0.578908572345526,0.815392460637738,0
"FLCN",0,1,0,0
"USP43",0,1,0,0
"RSPH10B",0,1,0,0
"PROM2",0,1,0,0
"LRGUK",0,1,0,0
"OTOA",0,1,0,0
"ALS2CR12",0,1,0,0
"SPAG17",0,1,0,0
"RNF20",0,1,0,0
"VBP1",0,0.578908572345526,0.815392460637738,0
"CFAP70",0,1,0,0
"GNA14",0,0.578908572345526,0.815392460637738,0
"FAM161B",0,0.578908572345526,0.815392460637738,0
"ALX3",0,0.578908572345526,0.815392460637738,0
"SORCS3",0,1,0,0
"FUT6",0,1,0,0
"CD109",0,1,0,0
"MFSD14A",0,1,0,0
"B3GNT7",0,1,0,0
"C8A",0,1,0,0
"SUSD3",0,1,0,0
"ARMC12",0,1,0,0
"HYDIN",0,1,0,0
"ETS2",0,0.578908572345526,0.815392460637738,0
"DRC1",0,1,0,0
"TPRG1L",0,0.578908572345526,0.815392460637738,0
"LRRC43",0,1,0,0
"DZIP1L",0,1,0,0
"CATIP",0,1,0,0
"TSPAN33",0,0.578908572345526,0.815392460637738,0
"SPATA2",0,1,0,0
"DNAH3",0,1,0,0
"CD1E",0,1,0,0
"NCF1",0,1,0,0
"SLAMF8",0,0.578908572345526,0.815392460637738,0
"ADAMTS4",0,0.578908572345526,0.815392460637738,0
"MIS18A",0,0.578908572345526,0.815392460637738,0
"STC1",0,0.578908572345526,0.815392460637738,0
"C1QC",0,1,0,0
"AC005041.1",0,1,0,0
"UBR1",0,1,0,0
"PGLYRP3",0,1,0,0
"CCDC17",0,1,0,0
"DRC7",0,1,0,0
"UBASH3A",0,1,0,0
"RSPH1",0,1,0,0
"HSF2BP",0,1,0,0
"C21orf58",0,1,0,0
"CFAP157",0,1,0,0
"CD3G",0,1,0,0
"CCR5",0,1,0,0
"UBQLN4",0,1,0,0
"CYP3A4",0,1,0,0
"NACC1",0,0.578908572345526,0.815392460637738,0
"ITGA5",0,1,0,0
"AQP5",0,1,0,0
"GRASP",0,1,0,0
"CCDC78",0,1,0,0
"MSLNL",0,0.578908572345526,0.815392460637738,0
"ZG16B",0,1,0,0
"PPP1R32",0,1,0,0
"ZSWIM5",0,1,0,0
"TTLL10",0,1,0,0
"IL23R",0,1,0,0
"LHX8",0,1,0,0
"WDR63",0,1,0,0
"GBP4",0,0.578908572345526,0.815392460637738,0
"FCGR3B",0,0.578908572345526,0.815392460637738,0
"AXDND1",0,1,0,0
"SPATA17",0,1,0,0
"PIGR",0,1,0,0
"CAPN13",0,1,0,0
"ZSWIM2",0,1,0,0
"ANKRD30BL",0,1,0,0
"TEKT4",0,1,0,0
"CTSS",0,1,0,0
"MSX1",0,1,0,0
"SPRR3",0,0.578908572345526,0.815392460637738,0
"SPRR2D",0,1,0,0
"PGLYRP4",0,1,0,0
"PBXIP1",0,0.578908572345526,0.815392460637738,0
"CLDN1",0,1,0,0
"FSTL1",0,0.578908572345526,0.815392460637738,0
"STK36",0,1,0,0
"NEK10",0,1,0,0
"EOMES",0,1,0,0
"TRAT1",0,1,0,0
"ICOS",0,1,0,0
"CD200R1",0,1,0,0
"ADAMTS9",0,1,0,0
"CXCL1",0,1,0,0
"ZC3H12A",0,1,0,0
"DNALI1",0,1,0,0
"KLF15",0,0.578908572345526,0.815392460637738,0
"CFAP100",0,1,0,0
"S100P",0,1,0,0
"INTU",0,1,0,0
"DUSP7",0,1,0,0
"ADAD1",0,1,0,0
"CDC20B",0,1,0,0
"CARTPT",0,1,0,0
"TXLNB",0,1,0,0
"CALHM4",0,1,0,0
"IL31RA",0,1,0,0
"TBX20",0,1,0,0
"HCN1",0,0.578908572345526,0.815392460637738,0
"RP9",0,1,0,0
"IQUB",0,1,0,0
"SLC13A4",0,1,0,0
"C7orf57",0,1,0,0
"TMEM184A",0,1,0,0
"TRPV6",0,1,0,0
"TMEM246",0,1,0,0
"CFAP47",0,1,0,0
"CYBB",0,1,0,0
"METTL27",0,1,0,0
"AQP3",0,1,0,0
"ARMC3",0,1,0,0
"PHYHIPL",0,1,0,0
"FOLR2",0,1,0,0
"PHOX2A",0,1,0,0
"NGB",0,1,0,0
"UCMA",0,1,0,0
"PRDX3",0,1,0,0
"BTNL9",0,1,0,0
"VWA2",0,1,0,0
"AGBL2",0,1,0,0
"IFI27",0,1,0,0
"TMCO5A",0,1,0,0
"SPIC",0,1,0,0
"CYYR1",0,1,0,0
"TMEM100",0,1,0,0
"SERPINB7",0,1,0,0
"PLD4",0,1,0,0
"RNF169",0,1,0,0
"CDYL2",0,1,0,0
"MMP10",0,0.578908572345526,0.815392460637738,0
"B2M",0,1,0,0
"KIF7",0,1,0,0
"ANPEP",0,1,0,0
"PLK1",0,1,0,0
"GPR182",0,0.578908572345526,0.815392460637738,0
"PATL1",0,1,0,0
"C15orf48",0,1,0,0
"MS4A6E",0,1,0,0
"SMAD3",0,0.578908572345526,0.815392460637738,0
"MS4A8",0,0.578908572345526,0.815392460637738,0
"MS4A15",0,0.578908572345526,0.815392460637738,0
"MAP1A",0,0.578908572345526,0.815392460637738,0
"TTC16",0,1,0,0
"CD3D",0,1,0,0
"PRRT2",0,1,0,0
"CORO6",0,1,0,0
"DNAAF3",0,1,0,0
"PSCA",0,1,0,0
"UBXN6",0,0.578908572345526,0.815392460637738,0
"KRT1",0,1,0,0
"ANGPTL4",0,1,0,0
"TTC21A",0,1,0,0
"DDIT4",0,1,0,0
"FAM107A",0,1,0,0
"CX3CR1",0,1,0,0
"PPDPFL",0,0.578908572345526,0.815392460637738,0
"XIRP1",0,1,0,0
"BDKRB2",0,1,0,0
"MTNR1A",0,0.578908572345526,0.815392460637738,0
"RAB31",0,1,0,0
"LGI3",0,0.578908572345526,0.815392460637738,0
"MYL1",0,1,0,0
"CHRM1",0,1,0,0
"GFRA2",0,1,0,0
"MAT2A",0,0.578908572345526,0.815392460637738,0
"LETM1",0,1,0,0
"ZBBX",0,1,0,0
"ARMC4",0,1,0,0
"GSG1L",0,1,0,0
"NR0B1",0,1,0,0
"P2RY12",0,1,0,0
"C22orf15",0,1,0,0
"GP2",0,1,0,0
"AC010330.1",0,0.578908572345526,0.815392460637738,0
"RSPH10B2",0,1,0,0
"PTAFR",0,1,0,0
"SLC38A11",0,1,0,0
"CLIC3",0,0.578908572345526,0.815392460637738,0
"HIC2",0,1,0,0
"CTNND2",0,1,0,0
"SYAP1",0,0.578908572345526,0.815392460637738,0
"OTUD3",0,1,0,0
"HSFY2",0,1,0,0
"SERPINA9",0,1,0,0
"SERPINA6",0,1,0,0
"LGALS9B",0,1,0,0
"FRMPD2",0,1,0,0
"AC073611.1",0,1,0,0
"COX7B2",0,1,0,0
"FOXA3",0,1,0,0
"BFSP2",0,1,0,0
"FSHR",0,1,0,0
"DCDC1",0,1,0,0
"SMR3B",0,1,0,0
"CDC42BPG",0,1,0,0
"NPTX1",0,1,0,0
"KRT15",0,1,0,0
"XAGE5",0,1,0,0
"KRT20",0,1,0,0
"FGB",0,1,0,0
"DNAI2",0,1,0,0
"SPSB1",0,0.578908572345526,0.815392460637738,0
"GPR34",0,1,0,0
"DEFB4A",0,1,0,0
"SPATA46",0,1,0,0
"VAT1L",0,1,0,0
"CFAP46",0,1,0,0
"C3AR1",0,1,0,0
"LGALS9C",0,1,0,0
"FBXW10",0,1,0,0
"CYP4F22",0,0.578908572345526,0.815392460637738,0
"DRC3",0,1,0,0
"MAL",0,0.578908572345526,0.815392460637738,0
"CD8B",0,1,0,0
"PRL",0,1,0,0
"C1QTNF4",0,1,0,0
"CSDC2",0,1,0,0
"INSL5",0,1,0,0
"NIPAL4",0,1,0,0
"MUCL1",0,1,0,0
"THEMIS",0,1,0,0
"EFCAB12",0,1,0,0
"CES4A",0,1,0,0
"PPP1R3B",0,0.578908572345526,0.815392460637738,0
"C1QB",0,1,0,0
"C1QA",0,0.578908572345526,0.815392460637738,0
"UGT2A1",0,1,0,0
"APOBEC4",0,1,0,0
"43534",0,1,0,0
"LEMD3",0,0.578908572345526,0.815392460637738,0
"VWC2L",0,1,0,0
"TTC9B",0,1,0,0
"CMKLR1",0,1,0,0
"SLCO2A1",0,1,0,0
"BRSK2",0,1,0,0
"DNAH12",0,1,0,0
"CD164L2",0,1,0,0
"RAG2",0,1,0,0
"PACS1",0,1,0,0
"VWA3A",0,1,0,0
"LPL",0,1,0,0
"FOSL1",0,1,0,0
"KDF1",0,0.578908572345526,0.815392460637738,0
"C11orf16",0,1,0,0
"ZNF683",0,0.578908572345526,0.815392460637738,0
"FOXR1",0,1,0,0
"DIRAS1",0,0.578908572345526,0.815392460637738,0
"PRR15",0,1,0,0
"FUT2",0,1,0,0
"FMR1NB",0,1,0,0
"CASKIN2",0,1,0,0
"TUBAL3",0,1,0,0
"CD28",0,1,0,0
"C5orf46",0,1,0,0
"LGALS7B",0,1,0,0
"ERICH3",0,1,0,0
"AC129492.1",0,1,0,0
"HES7",0,1,0,0
"LDLRAD3",0,1,0,0
"PCARE",0,0.578908572345526,0.815392460637738,0
"NSUN7",0,1,0,0
"HLA-DQB1",0,1,0,0
"SYCN",0,1,0,0
"ABCA13",0,1,0,0
"ITLN1",0,1,0,0
"CCR8",0,1,0,0
"FAM71E2",0,0.578908572345526,0.815392460637738,0
"ANKRD18A",0,1,0,0
"43709",0,1,0,0
"ITPRID1",0,1,0,0
"DEFB119",0,0.578908572345526,0.815392460637738,0
"FUT7",0,1,0,0
"SSTR2",0,1,0,0
"PRF1",0,0.578908572345526,0.815392460637738,0
"CHST13",0,1,0,0
"HOXC9",0,1,0,0
"ZNF443",0,0.578908572345526,0.815392460637738,0
"OXTR",0,1,0,0
"FAM83H",0,0.578908572345526,0.815392460637738,0
"BBS12",0,1,0,0
"C17orf47",0,1,0,0
"FCRL6",0,1,0,0
"MAPK15",0,1,0,0
"MUC16",0,1,0,0
"NME9",0,1,0,0
"CFAP65",0,1,0,0
"EDDM3A",0,1,0,0
"RTKN2",0,1,0,0
"ENPP7",0,1,0,0
"CYB5D1",0,1,0,0
"KIAA2012",0,0.578908572345526,0.815392460637738,0
"LIPF",0,1,0,0
"DAOA",0,1,0,0
"NXPH4",0,1,0,0
"OTOL1",0,1,0,0
"VCX",0,0.578908572345526,0.815392460637738,0
"HS3ST4",0,1,0,0
"PAPPA",0,1,0,0
"PLCXD3",0,0.578908572345526,0.815392460637738,0
"ARHGEF37",0,1,0,0
"CCDC60",0,1,0,0
"RIPK4",0,0.549944564833806,0,0.835201158769404
"KLRC4",0,1,0,0
"ACSM5",0,1,0,0
"KLHL25",0,1,0,0
"ASCL2",0,0.578908572345526,0.815392460637738,0
"ELOA3",0,1,0,0
"GPR39",0,0.578908572345526,0.815392460637738,0
"DNAH2",0,1,0,0
"SH2D1A",0,1,0,0
"SDR42E2",0,1,0,0
"CTAG1B",0,1,0,0
"ACOT1",0,0.578908572345526,0.815392460637738,0
"ALDH1A3",0,1,0,0
"DEFB108B",0,0.578908572345526,0.815392460637738,0
"CLECL1",0,1,0,0
"PKP3",0,1,0,0
"MAML2",0,0.578908572345526,0.815392460637738,0
"A3GALT2",0,1,0,0
"PROS1",0,0.578908572345526,0.815392460637738,0
"BEX5",0,0.578908572345526,0.815392460637738,0
"CEND1",0,1,0,0
"LPAR5",0,1,0,0
"FAM19A3",0,1,0,0
"PRSS55",0,1,0,0
"TCEAL2",0,1,0,0
"FAM227A",0,1,0,0
"SLC22A10",0,1,0,0
"TEX33",0,0.578908572345526,0.815392460637738,0
"L3MBTL1",0,1,0,0
"AC139530.1",0,1,0,0
"DLK1",0,1,0,0
"SMIM23",0,1,0,0
"C6orf201",0,1,0,0
"NLRP9",0,1,0,0
"CCDC190",0,1,0,0
"EVI2B",0,1,0,0
"TMEM210",0,1,0,0
"IFITM1",0,1,0,0
"RASA3",0,0.578908572345526,0.815392460637738,0
"KRT5",0,1,0,0
"DEFB131A",0,1,0,0
"BPIFB4",0,1,0,0
"BTLA",0,1,0,0
"CD300E",0,0.578908572345526,0.815392460637738,0
"TMPRSS12",0,1,0,0
"CYP4F8",0,1,0,0
"CFAP73",0,1,0,0
"CXCR3",0,1,0,0
"LILRB4",0,1,0,0
"SAMD7",0,1,0,0
"TMPRSS11A",0,0.578908572345526,0.815392460637738,0
"MT1X",0,1,0,0
"BCAM",0,1,0,0
"FPR3",0,1,0,0
"HIST1H1T",0,1,0,0
"CDHR4",0,1,0,0
"COL4A1",0,0.578908572345526,0.815392460637738,0
"PRR27",0,1,0,0
"COX8C",0,1,0,0
"C17orf97",0,1,0,0
"LIN28B",0,1,0,0
"LCN10",0,1,0,0
"C2orf66",0,1,0,0
"RAB42",0,1,0,0
"PRSS45",0,0.578908572345526,0.815392460637738,0
"TCTEX1D4",0,1,0,0
"CERKL",0,1,0,0
"SLC24A5",0,1,0,0
"HBA2",0,0.578908572345526,0.815392460637738,0
"SAXO2",0,1,0,0
"C2orf80",0,1,0,0
"DUPD1",0,1,0,0
"MTF1",0,1,0,0
"CALHM6",0,1,0,0
"AC099489.1",0,1,0,0
"SP6",0,1,0,0
"NUGGC",0,1,0,0
"TOGARAM2",0,1,0,0
"OR2L13",0,1,0,0
"KIAA0895L",0,1,0,0
"KIF19",0,1,0,0
"GRM7",0,1,0,0
"ADH7",0,1,0,0
"TLR7",0,1,0,0
"HLA-DQA1",0,1,0,0
"GM2A",0,1,0,0
"S100A2",0,1,0,0
"SPRR2B",0,1,0,0
"TEX43",0,1,0,0
"PDLIM7",0,1,0,0
"HIST1H4C",0,1,0,0
"DYNC1H1",0,1,0,0
"NEK5",0,1,0,0
"SLC22A4",0,0.578908572345526,0.815392460637738,0
"SYNGAP1",0,1,0,0
"LYPD2",0,1,0,0
"CYP2F1",0,1,0,0
"GZMM",0,1,0,0
"COL4A6",0,1,0,0
"MPEG1",0,1,0,0
"SERPINB2",0,1,0,0
"SERPINB13",0,1,0,0
"PDCD1LG2",0,1,0,0
"DNAH10",0,1,0,0
"SLC22A24",0,0.578908572345526,0.815392460637738,0
"CFAP43",0,1,0,0
"CCDC180",0,1,0,0
"CFAP299",0,1,0,0
"CYP2A13",0,1,0,0
"ZNF335",0,1,0,0
"ZNF273",0,1,0,0
"AKR1B10",0,1,0,0
"MB",0,1,0,0
"CLEC4C",0,1,0,0
"BPIFA1",0,1,0,0
"MAFK",0,1,0,0
"FAM3D",0,1,0,0
"CTR9",0,1,0,0
"LRRTM3",0,1,0,0
"PAX9",0,1,0,0
"CD247",0,1,0,0
"SUCNR1",0,1,0,0
"CD3E",0,1,0,0
"CCDC152",0,0.578908572345526,0.815392460637738,0
"RORB",0,1,0,0
"ECT2L",0,0.578908572345526,0.815392460637738,0
"METTL11B",0,0.578908572345526,0.815392460637738,0
"TMEM244",0,1,0,0
"FANK1",0,1,0,0
"FAM24A",0,1,0,0
"RBM20",0,1,0,0
"LDLRAD1",0,1,0,0
"AL355987.1",0,1,0,0
"C1orf185",0,1,0,0
"TCEAL6",0,1,0,0
"GDF5OS",0,1,0,0
"TXNDC8",0,1,0,0
"HLA-DOA",0,1,0,0
"HLA-DRA",0,1,0,0
"AGER",0,0.578908572345526,0.815392460637738,0
"SP5",0,1,0,0
"XAGE1A",0,1,0,0
"XAGE1B",0,1,0,0
"SLC44A4",0,1,0,0
"AIF1",0,1,0,0
"NCR3",0,1,0,0
"LST1",0,1,0,0
"MUC21",0,1,0,0
"HLA-G",0,0.578908572345526,0.815392460637738,0
"C10orf113",0,0.578908572345526,0.815392460637738,0
"INSYN2B",0,0.578908572345526,0.815392460637738,0
"KRT40",0,1,0,0
"GRXCR2",0,1,0,0
"CDKL4",0,1,0,0
"TMEM88B",0,1,0,0
"C11orf91",0,1,0,0
"MT1H",0,1,0,0
"SLCO6A1",0,1,0,0
"MT1M",0,1,0,0
"MUC19",0,1,0,0
"MANSC4",0,1,0,0
"KLRC2",0,1,0,0
"GMNC",0,1,0,0
"CLEC6A",0,1,0,0
"NANOGNB",0,1,0,0
"IFITM5",0,1,0,0
"DEFA1",0,1,0,0
"SERPINB11",0,1,0,0
"SERPINB5",0,1,0,0
"CFAP99",0,1,0,0
"ANKUB1",0,1,0,0
"RAB12",0,1,0,0
"HLA-A",0,1,0,0
"CD200R1L",0,0.578908572345526,0.815392460637738,0
"PRSS50",0,1,0,0
"CFAP45",0,1,0,0
"CHUK",0,1,0,0
"GSTM2",0,1,0,0
"PVRIG",0,1,0,0
"ZBTB9",0,1,0,0
